"titles","word_matches","cat_matches","cat_matches_list","optim"
"A two-stage optimal planning and design method for combined cooling, heat and power microgrid system",4,1,"energy",1
"Optimization of drying of low-grade coal with high moisture content using a disc dryer",3,1,"energy",1
"Application of taguchi methods for the optimization of factors affecting engine performance and emission of exhaust gas recirculation in steam-injected diesel engines",6,2,"energy, waste",1
"Response surface method and genetic algorithm assisted optimal synthesis of biodiesel from high free fatty acid sal oil (Shorea robusta) using ion-exchange resin at high temperature",2,1,"energy",1
"A Parallel Computing Framework for Finding the Supported Solutions to a Biobjective Network Optimization Problem",2,0,"",1
"Optimization of high surface area activated carbon production from Enteromorpha prolifra with low-dose activating agent",2,1,"waste",1
"The use of simulation modelling for optimisation of phosphorus removal in sewage treatment under varying influent loading",5,2,"various, waste",1
"A multi-criteria approach for the optimal selection of working fluid and design parameters in Organic Rankine Cycle systems",2,1,"various",1
"Optimization of saccharification of sweet sorghum bagasse using response surface methodology",2,1,"other",1
"Optimization of the production parameters of octyl ester biolubricant using Taguchi's design method and physico-chemical characterization of the product",2,0,"",1
"Optimization of preparation of activated carbon from cotton stalk by microwave assisted phosphoric acid-chemical activation",2,1,"waste",1
"Optimized alkaline pretreatment of sludge before anaerobic digestion",2,2,"various, waste",1
"Adsorption Optimization of Lead (II) Using Saccharum Bengalense as a Non-Conventional Low Cost Biosorbent: Isotherm and Thermodynamics Modeling",3,1,"other",1
"Optimization of thermal performance in a Chinese traditional heating system - Burning cave",3,1,"energy",1
"Global against divided optimization for the participation of an EV aggregator in the day-ahead electricity market. Part II: Numerical analysis",2,1,"energy",1
"Removal and recovery of Ni(II) ions from synthetic wastewater using surface modified Strychnos potatorum seeds: experimental optimization and mechanism",4,3,"other, various, waste",1
"Landfill leachate treatment using an electrochemical technique: An optimized process",3,2,"various, waste",1
"Optimization of the methods of nonpolluting biomineral fertilizers production",1,0,"",1
"Optimized photodegradation of reactive blue 19 on TiO2 and ZnO suspensions",0,0,"",1
"Optimal working pairs for solar adsorption cooling applications",2,1,"energy",1
"Agronomy towards the Green Economy. Optimization of metal phytoextraction",2,1,"other",1
"Parameters optimization of sludge electroosmosis dewatering through response surface methodology",2,1,"waste",1
"Equilibrium solubility of carbon dioxide in aqueous blend of monoethanolamine (MEA) and 2-1-piperazinyl-ethylamine (PZEA) solutions: Experimental and optimization study",2,1,"waste",1
"Optimization of dilute-phosphoric-acid steam pretreatment of Eucalyptus benthamii for biofuel production",3,1,"energy",1
"Design of optimal groundwater remediation systems under flexible environmental-standard constraints",2,1,"water",1
"Systematic description of direct push sensor systems: A conceptual framework for system decomposition as a basis for the optimal sensor system design",1,0,"",1
"Decolorization of malachite green dye from wastewater by populus deltoides: Three-level Box-Behnken design optimization, equilibrium, and kinetic studies",3,1,"waste",1
"Performance optimization analyses and parametric design criteria of a dye-sensitized solar cell thermoelectric hybrid device",3,1,"energy",1
"Optimization of the TiO<inf>2</inf>/Ge composition by the response surface method of photocatalytic degradation under ultraviolet-A irradiation and the toxicity reduction of amoxicillin",1,0,"",1
"Optimal adsorbent for adsorptive heat transformers: Dynamic considerations",1,1,"energy",1
"On simulation and optimization of one natural gas industry system under the rough environment",3,1,"energy",1
"Optimization of brilliant green biosorption by native and acid-activated watermelon rind as low-cost adsorbent",1,0,"",1
"Optimization of emergy sustainability index for biodiesel supply network design",5,1,"energy",1
"Design and optimization of simultaneous biosorption and bioaccumulation (SBB) system: A potential method for removal of Zn(II) ion from liquid phase",2,0,"",1
"Optimization of Microencapsulation of Fish Oil with Gum Arabic/Casein/Beta-Cyclodextrin Mixtures by Spray Drying",4,2,"energy, other",1
"Computational modelling of the condensation of fast pyrolysis vapours in a quenching column. Part A: Hydrodynamics, heat transfer and design optimisation",5,2,"energy, various",1
"Modelling and optimization of syngas production from methane dry reforming over ceria-supported cobalt catalyst using artificial neural networks and Box-Behnken design",6,2,"energy, various",1
"New approach for optimal electricity planning and dispatching with hourly time-scale air quality and health considerations",1,1,"energy",1
"Evaluation and optimization of single stage absorption chiller using (LiCl + H2O) as the working pair",1,0,"",1
"Optimization of mesoporous activated carbon from coconut shells by chemical activation with phosphoric acid",2,1,"waste",1
"Life cycle costs for the optimized production of hydrogen and biogas from microalgae",3,1,"energy",1
"Air quality prediction using optimal neural networks with stochastic variables",1,0,"",1
"Simulated carbon and nitrogen dynamics in blue grama swards subject to above- and belowground grazing, irrigation and fertilization part II. The grazing optimization notion",3,2,"waste, water",1
"The conflict between optimization and regularity in building behaviour of the caddisfly, Chaetopteryx villosa fabr. (Limnephilidae: Prichoptera), larvae",1,0,"",1
"Optimization of 2-D electrode configuration for electrokinetic remediation",1,0,"",1
"Modeling optimal dietary pigmentation strategies in farmed Atlantic salmon: Application of mixed-integer non-linear mathematical programming techniques",2,1,"other",1
"Applying tabu search and simulated annealing on the optimal design of sewer networks-a case study of national chung hsing university",3,1,"waste",1
"Investigation of the optimal carbon-nitrogen ratio and carbohydrate-nutrient blend for mixed-acid batch fermentations",1,1,"waste",1
"Optimization of soda pulping process of lignocellulosic residues of lemon and sofia grasses produced after steam distillation",3,2,"energy, waste",1
"Optimal estimation for global ground-level fine particulate matter concentrations",0,0,"",1
"Advanced oxidative decolorization of red c1-5b: Effects of dye concentration, process optimization and reaction kinetics",1,0,"",1
"Remediation of a Diesel-Contaminated Soil Using a Fenton-Like Advanced Oxidation Process: Optimization by Response Surface Methodology",2,1,"energy",1
"Biogas as renewable raw material for syngas production by tri-reforming process over NiCeO2 catalysts: Optimal operative condition and effect of nickel content",5,2,"energy, other",1
"Identification of nuclear transients via optimized fuzzy clustering",1,1,"energy",1
