variable,City,Year,value,Indicator,Type,UM.category,Sub.category
veg.import,Rio de Janeiro,2011,NA,net import (Kt),urban.metabolism,food,veg
veg.import,Sao Paulo,2001,NA,net import (Kt),urban.metabolism,food,veg
veg.import,Sao Paulo,2006,NA,net import (Kt),urban.metabolism,food,veg
veg.import,Sao Paulo,2011,NA,net import (Kt),urban.metabolism,food,veg
veg.import,Seoul,2001,NA,net import (Kt),urban.metabolism,food,veg
veg.import,Seoul,2006,NA,net import (Kt),urban.metabolism,food,veg
veg.import,Seoul,2011,NA,net import (Kt),urban.metabolism,food,veg
veg.import,Shanghai,2001,NA,net import (Kt),urban.metabolism,food,veg
veg.import,Shanghai,2006,NA,net import (Kt),urban.metabolism,food,veg
veg.import,Shanghai,2011,NA,net import (Kt),urban.metabolism,food,veg
veg.import,Shenzhen,2001,NA,net import (Kt),urban.metabolism,food,veg
veg.import,Shenzhen,2006,NA,net import (Kt),urban.metabolism,food,veg
veg.import,Shenzhen,2011,NA,net import (Kt),urban.metabolism,food,veg
veg.import,Tehran,2001,NA,net import (Kt),urban.metabolism,food,veg
veg.import,Tehran,2006,NA,net import (Kt),urban.metabolism,food,veg
veg.import,Tehran,2011,NA,net import (Kt),urban.metabolism,food,veg
veg.import,Tokyo,2001,NA,net import (Kt),urban.metabolism,food,veg
veg.import,Tokyo,2006,NA,net import (Kt),urban.metabolism,food,veg
veg.import,Tokyo,2011,NA,net import (Kt),urban.metabolism,food,veg
veg.prod,Beijing,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Beijing,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Beijing,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Buenos Aires,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Buenos Aires,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Buenos Aires,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Cairo,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Cairo,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Cairo,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Delhi,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Delhi,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Delhi,2011,1.4,production (Kt),urban.metabolism,food,veg
veg.prod,Dhaka,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Dhaka,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Dhaka,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Guangzhou,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Guangzhou,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Guangzhou,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Istanbul,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Istanbul,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Istanbul,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Jakarta,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Jakarta,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Jakarta,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Karachi,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Karachi,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Karachi,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Kolkata,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Kolkata,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Kolkata,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Lagos,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Lagos,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Lagos,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,London,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,London,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,London,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Los Angeles,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Los Angeles,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Los Angeles,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Manila,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Manila,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Manila,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Mexico City,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Mexico City,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Mexico City,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Moscow,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Moscow,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Moscow,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Mumbai,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Mumbai,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Mumbai,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,New York City,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,New York City,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,New York City,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Osaka,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Osaka,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Osaka,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Paris,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Paris,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Paris,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Rio de Janeiro,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Rio de Janeiro,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Rio de Janeiro,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Sao Paulo,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Sao Paulo,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Sao Paulo,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Seoul,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Seoul,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Seoul,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Shanghai,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Shanghai,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Shanghai,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Shenzhen,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Shenzhen,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Shenzhen,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Tehran,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Tehran,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Tehran,2011,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Tokyo,2001,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Tokyo,2006,NA,production (Kt),urban.metabolism,food,veg
veg.prod,Tokyo,2011,NA,production (Kt),urban.metabolism,food,veg
waste.growth,Beijing,2001,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Beijing,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Beijing,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Buenos Aires,2001,0.09,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Buenos Aires,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Buenos Aires,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Cairo,2001,62.37,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Cairo,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Cairo,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Delhi,2001,86.32,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Delhi,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Delhi,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Dhaka,2001,80.95,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Dhaka,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Dhaka,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Guangzhou,2001,31.46,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Guangzhou,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Guangzhou,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Istanbul,2001,50.25,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Istanbul,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Istanbul,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Jakarta,2001,12.93,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Jakarta,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Jakarta,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Karachi,2001,300,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Karachi,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Karachi,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Kolkata,2001,0.47,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Kolkata,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Kolkata,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Lagos,2001,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Lagos,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Lagos,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,London,2001,-36.67,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,London,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,London,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Los Angeles,2001,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Los Angeles,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Los Angeles,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Manila,2001,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Manila,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Manila,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Mexico City,2001,5.53,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Mexico City,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Mexico City,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Moscow,2001,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Moscow,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Moscow,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Mumbai,2001,53.35,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Mumbai,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Mumbai,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,New York City,2001,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,New York City,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,New York City,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Osaka,2001,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Osaka,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Osaka,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Paris,2001,37.51,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Paris,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Paris,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Rio de Janeiro,2001,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Rio de Janeiro,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Rio de Janeiro,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Sao Paulo,2001,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Sao Paulo,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Sao Paulo,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Seoul,2001,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Seoul,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Seoul,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Shanghai,2001,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Shanghai,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Shanghai,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Shenzhen,2001,19.08,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Shenzhen,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Shenzhen,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Tehran,2001,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Tehran,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Tehran,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Tokyo,2001,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Tokyo,2006,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.growth,Tokyo,2011,NA,10-year growth rate in solid waste disposal 2001-2011 (%),urban.metabolism,Waste,
waste.incineration,Beijing,2001,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Beijing,2006,98,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Beijing,2011,944.6,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Buenos Aires,2001,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Buenos Aires,2006,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Buenos Aires,2011,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Cairo,2001,2111.24,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Cairo,2006,2872,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Cairo,2011,3025.32,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Delhi,2001,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Delhi,2006,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Delhi,2011,1204.5,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Dhaka,2001,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Dhaka,2006,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Dhaka,2011,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Guangzhou,2001,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Guangzhou,2006,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Guangzhou,2011,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Istanbul,2001,3051.21,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Istanbul,2006,3851.21,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Istanbul,2011,4498.63,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Jakarta,2001,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Jakarta,2006,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Jakarta,2011,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Karachi,2001,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Karachi,2006,109.5,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Karachi,2011,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Kolkata,2001,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Kolkata,2006,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Kolkata,2011,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Lagos,2001,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Lagos,2006,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Lagos,2011,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,London,2001,886,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,London,2006,767,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,London,2011,896,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Los Angeles,2001,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Los Angeles,2006,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Los Angeles,2011,5592.65,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Manila,2001,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Manila,2006,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Manila,2011,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Mexico City,2001,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Mexico City,2006,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Mexico City,2011,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Moscow,2001,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Moscow,2006,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Moscow,2011,598.2,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Mumbai,2001,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Mumbai,2006,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Mumbai,2011,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,New York City,2001,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,New York City,2006,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,New York City,2011,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Osaka,2001,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Osaka,2006,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Osaka,2011,5853.8,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Paris,2001,3536,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Paris,2006,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Paris,2011,3898,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Rio de Janeiro,2001,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Rio de Janeiro,2006,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Rio de Janeiro,2011,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Sao Paulo,2001,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Sao Paulo,2006,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Sao Paulo,2011,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Seoul,2001,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Seoul,2006,320.56,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Seoul,2011,726.13,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Shanghai,2001,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Shanghai,2006,1145,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Shanghai,2011,592.3,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Shenzhen,2001,868.34,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Shenzhen,2006,752,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Shenzhen,2011,1781.6,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Tehran,2001,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Tehran,2006,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Tehran,2011,0,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Tokyo,2001,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Tokyo,2006,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.incineration,Tokyo,2011,NA,Waste incineration (Kt),urban.metabolism,Waste,
waste.landfill,Beijing,2001,NA,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Beijing,2006,4683,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Beijing,2011,4295.7,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Buenos Aires,2001,4527,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Buenos Aires,2006,4081,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Buenos Aires,2011,4531,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Cairo,2001,3776.93,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Cairo,2006,4662.88,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Cairo,2011,6535.37,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Delhi,2001,2233,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Delhi,2006,2443,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Delhi,2011,2956,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Dhaka,2001,766.5,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Dhaka,2006,985.5,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Dhaka,2011,1387,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Guangzhou,2001,2440,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Guangzhou,2006,2550,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Guangzhou,2011,3207.6,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Istanbul,2001,3465.39,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Istanbul,2006,4575.59,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Istanbul,2011,5292.5,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Jakarta,2001,4860.92,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Jakarta,2006,5672.98,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Jakarta,2011,5489.24,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Karachi,2001,400,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Karachi,2006,900,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Karachi,2011,1600,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Kolkata,2001,1065,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Kolkata,2006,1067,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Kolkata,2011,1070,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Lagos,2001,NA,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Lagos,2006,3966.13,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Lagos,2011,2536.31,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,London,2001,3207,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,London,2006,2692,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,London,2011,1696,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Los Angeles,2001,NA,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Los Angeles,2006,NA,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Los Angeles,2011,516.68,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Manila,2001,NA,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Manila,2006,2124.74,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Manila,2011,2683.74,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Mexico City,2001,4380,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Mexico City,2006,4836.25,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Mexico City,2011,4622.36,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Moscow,2001,NA,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Moscow,2006,NA,Solid waste disposal - land (Kt),urban.metabolism,Waste,
waste.landfill,Moscow,2011,4003.2,Solid waste disposal - land (Kt),urban.metabolism,Waste,
