"resource","season","zone","imports","exports"
"waterNonPotable","sum","hospital",0.00,0.00
"waterNonPotable","shoulder","hospital",0.00,0.00
"waterNonPotable","wint","multifunction",0.00,0.00
"waterNonPotable","sum","multifunction",0.00,0.00
"waterNonPotable","shoulder","multifunction",0.00,0.00
"waterNonPotable","wint","northDistrict",0.00,0.00
"waterNonPotable","sum","northDistrict",0.00,0.00
"waterNonPotable","shoulder","northDistrict",0.00,0.00
"waterNonPotable","wint","quality",0.00,0.00
"waterNonPotable","sum","quality",0.00,0.00
"waterNonPotable","shoulder","quality",0.00,0.00
"waterNonPotable","wint","reserved",0.00,0.00
"waterNonPotable","sum","reserved",0.00,0.00
"waterNonPotable","shoulder","reserved",0.00,0.00
"waterNonPotable","wint","residential",0.00,0.00
"waterNonPotable","sum","residential",0.00,0.00
"waterNonPotable","shoulder","residential",0.00,0.00
"waterNonPotable","wint","school",0.00,0.00
"waterNonPotable","sum","school",0.00,0.00
"waterNonPotable","shoulder","school",0.00,0.00
"waterNonPotable","wint","tech",0.00,0.00
"waterNonPotable","sum","tech",0.00,0.00
"waterNonPotable","shoulder","tech",0.00,0.00
"waterPotable","wint","dormitories",0.00,0.00
"waterPotable","sum","dormitories",0.00,0.00
"waterPotable","shoulder","dormitories",0.00,0.00
"waterPotable","wint","energyIsland",0.00,0.00
"waterPotable","sum","energyIsland",0.00,0.00
"waterPotable","shoulder","energyIsland",0.00,0.00
"waterPotable","wint","factory",0.00,0.00
"waterPotable","sum","factory",0.00,0.00
"waterPotable","shoulder","factory",0.00,0.00
"waterPotable","wint","factory_assembly",0.00,0.00
"waterPotable","sum","factory_assembly",0.00,0.00
"waterPotable","shoulder","factory_assembly",0.00,0.00
"waterPotable","wint","factory_blades",0.00,0.00
"waterPotable","sum","factory_blades",0.00,0.00
"waterPotable","shoulder","factory_blades",0.00,0.00
"waterPotable","wint","hospital",0.00,0.00
"waterPotable","sum","hospital",0.00,0.00
"waterPotable","shoulder","hospital",0.00,0.00
"waterPotable","wint","multifunction",0.00,0.00
"waterPotable","sum","multifunction",0.00,0.00
"waterPotable","shoulder","multifunction",0.00,0.00
"waterPotable","wint","northDistrict",0.00,0.00
"waterPotable","sum","northDistrict",0.00,0.00
"waterPotable","shoulder","northDistrict",0.00,0.00
"waterPotable","wint","quality",0.00,0.00
"waterPotable","sum","quality",0.00,0.00
"waterPotable","shoulder","quality",0.00,0.00
"waterPotable","wint","reserved",0.00,0.00
"waterPotable","sum","reserved",0.00,0.00
"waterPotable","shoulder","reserved",0.00,0.00
"waterPotable","wint","residential",0.00,0.00
"waterPotable","sum","residential",0.00,0.00
"waterPotable","shoulder","residential",0.00,0.00
"waterPotable","wint","school",0.00,0.00
"waterPotable","sum","school",0.00,0.00
"waterPotable","shoulder","school",0.00,0.00
"waterPotable","wint","tech",0.00,0.00
"waterPotable","sum","tech",0.00,0.00
"waterPotable","shoulder","tech",0.00,0.00
"wind","wint","dormitories",0.00,0.00
"wind","sum","dormitories",0.00,0.00
"wind","shoulder","dormitories",0.00,0.00
"wind","wint","energyIsland",0.00,0.00
"wind","sum","energyIsland",0.00,0.00
"wind","shoulder","energyIsland",0.00,0.00
"wind","wint","factory",0.00,0.00
"wind","sum","factory",0.00,0.00
"wind","shoulder","factory",0.00,0.00
"wind","wint","factory_assembly",0.00,0.00
"wind","sum","factory_assembly",0.00,0.00
"wind","shoulder","factory_assembly",0.00,0.00
"wind","wint","factory_blades",0.00,0.00
"wind","sum","factory_blades",0.00,0.00
"wind","shoulder","factory_blades",0.00,0.00
"wind","wint","hospital",0.00,0.00
"wind","sum","hospital",0.00,0.00
"wind","shoulder","hospital",0.00,0.00
"wind","wint","multifunction",0.00,0.00
"wind","sum","multifunction",0.00,0.00
"wind","shoulder","multifunction",0.00,0.00
"wind","wint","northDistrict",0.00,0.00
"wind","sum","northDistrict",0.00,0.00
"wind","shoulder","northDistrict",0.00,0.00
"wind","wint","quality",0.00,0.00
"wind","sum","quality",0.00,0.00
"wind","shoulder","quality",0.00,0.00
"wind","wint","reserved",0.00,0.00
"wind","sum","reserved",0.00,0.00
"wind","shoulder","reserved",0.00,0.00
"wind","wint","residential",0.00,0.00
"wind","sum","residential",0.00,0.00
"wind","shoulder","residential",0.00,0.00
"wind","wint","school",0.00,0.00
"wind","sum","school",0.00,0.00
"wind","shoulder","school",0.00,0.00
"wind","wint","tech",0.00,0.00
"wind","sum","tech",0.00,0.00
"wind","shoulder","tech",0.00,0.00
"wood","wint","dormitories",0.00,0.00
"wood","sum","dormitories",0.00,0.00
"wood","shoulder","dormitories",0.00,0.00
"wood","wint","energyIsland",0.00,0.00
"wood","sum","energyIsland",0.00,0.00
"wood","shoulder","energyIsland",0.00,0.00
"wood","wint","factory",0.00,0.00
"wood","sum","factory",0.00,0.00
"wood","shoulder","factory",0.00,0.00
"wood","wint","factory_assembly",0.00,0.00
"wood","sum","factory_assembly",0.00,0.00
"wood","shoulder","factory_assembly",0.00,0.00
"wood","wint","factory_blades",0.00,0.00
"wood","sum","factory_blades",0.00,0.00
"wood","shoulder","factory_blades",0.00,0.00
"wood","wint","hospital",0.00,0.00
"wood","sum","hospital",0.00,0.00
"wood","shoulder","hospital",0.00,0.00
"wood","wint","multifunction",0.00,0.00
"wood","sum","multifunction",0.00,0.00
"wood","shoulder","multifunction",0.00,0.00
"wood","wint","northDistrict",0.00,0.00
"wood","sum","northDistrict",0.00,0.00
"wood","shoulder","northDistrict",0.00,0.00
"wood","wint","quality",0.00,0.00
"wood","sum","quality",0.00,0.00
"wood","shoulder","quality",0.00,0.00
"wood","wint","reserved",0.00,0.00
"wood","sum","reserved",0.00,0.00
"wood","shoulder","reserved",0.00,0.00
"wood","wint","residential",0.00,0.00
"wood","sum","residential",0.00,0.00
"wood","shoulder","residential",0.00,0.00
"wood","wint","school",0.00,0.00
"wood","sum","school",0.00,0.00
"wood","shoulder","school",0.00,0.00
"wood","wint","tech",0.00,0.00
"wood","sum","tech",0.00,0.00
"wood","shoulder","tech",0.00,0.00
