"titles","word_matches","cat_matches","cat_matches_list","optim"
"Dynamic externalities: Comparing conditions for Hopf bifurcation under laissez-faire and planning",0,0,"",0
"Rapid and efficient removal of Ni2+ from aqueous solution by the one-pot synthesized EDTA-modified magnetic nanoparticles",0,0,"",0
"Synthesis of mass exchange networks: A graphical approach",1,0,"",0
"Flame retardants, surfactants and organotins in sediment and mysid shrimp of the Scheldt estuary (The Netherlands)",0,0,"",0
"On the controversial effect of sodium sulphate as supporting electrolyte on electrocoagulation process: A review",0,0,"",0
"What ecological indicators really measure - The normative background of environmental evaluation",0,0,"",0
"Evaluation of the use of loofa activated carbons as potential adsorbents for aqueous solutions containing dye",0,0,"",0
"Electrochemical regeneration of Fe2+ in Fenton oxidation processes",0,0,"",0
"Modelling, analysis, and irreversibility reduction of the triple-pressure reheat H-system combined cycle",1,0,"",0
"Assessment of temperature polarization in membrane distillation channels by liquid crystal thermography",0,0,"",0
"A modeling framework for maintenance optimization of electrical components based on fuzzy logic and effective age",2,0,"",1
"Adsorption behavior of Cr(VI), Ni(II), and Co(II) onto zeolite 13x",0,0,"",0
"LCA-based study on structural retrofit options for masonry buildings",0,0,"",0
"Degradation of acidic aqueous solutions of the diazo dye Congo Red by photo-assisted electrochemical processes based on Fenton's reaction chemistry",0,0,"",0
"Studies of hydraulic fracture-propagation behavior in presence of natural fractures: Fully coupled fractured-reservoir modeling in poroelastic environments",1,0,"",0
"Application of a new adsorbent for fluoride removal from aqueous solutions",0,0,"",0
"Solid-liquid reaction kinetics - Experimental aspects and model development",0,0,"",0
"Could polyphosphate-accumulating organisms (PAOs) be glycogen-accumulating organisms (GAOs)?",0,0,"",0
"Development of a decision-support system for rural eco-environmental management in Yongxin County, Jiangxi Province, China",0,0,"",0
"Process modeling and thermodynamics and kinetics evaluation of Basic Yellow 28 adsorption onto sepiolite",1,0,"",0
"Scavenging malachite green dye from aqueous solutions using pomelo (Citrus grandis) peels: kinetic, equilibrium and thermodynamic studies",0,0,"",0
"Removal of methyl orange from aqueous solution via adsorption on cork as a natural and low-coast adsorbent: equilibrium, kinetic and thermodynamic study of removal process",0,0,"",0
"Photodegradation of DDT with the photodeposited ferric ion on the TiO 2 film",0,0,"",0
"Database of published retention factors for immobilized artificial membrane HPLC and an assessment of the effect of experimental variability",0,0,"",0
"Improvement on structure of a closed-loop anoxic tank based on Fluent software",0,0,"",0
"Adsorptive removal of Cr(VI) from aqueous solution onto different kinds of modified bentonites",0,0,"",0
"Experimental study on thermoelectric modules used in automobile exhaust thermoelectric generator",0,0,"",0
"Kinetics, isotherms, and thermodynamics of HG(II) biosorption onto Carica papaya",0,0,"",0
"Phosphorus flows and balances of the European Union Member States",0,0,"",0
"Development and validation of a rapid test for anaerobic inhibition and toxicity",0,0,"",0
"Thermodynamic accounting of ecosystem contribution to economic sectors with application to 1992 U.S. economy",0,0,"",0
"Investigation of FeCl3 induced coagulation processes using electrophoretic measurement, nanoparticle tracking analysis and dynamic light scattering: Importance of pH and colloid surface charge",0,0,"",0
"Optimization of physical parameters for batch mode Zn (II) ion removal from liquid phase: A potential biosorption study",1,0,"",1
"Applied technologies and prospects of conformance control treatments in China | Technologies et perspectives pour l'amélioration du profil de balayage dans les champs pétroliers matures produits par injection d'eau en Chine",0,0,"",0
"Experimental and numerical study of adsorptive chiller dynamics: Loose grains configuration",0,0,"",0
"Preparation of cationic starch microspheres and study on their absorption to anionic-type substance",0,0,"",0
"Dissolution of dolomite and magnesite by catalysis of carbonic anhydrase and apocarbonic anhydrase",0,0,"",0
"Extending the persistent primary variable algorithm to simulate non-isothermal two-phase two-component flow with phase change phenomena",0,0,"",0
"Automobile gross emitter screening with remote sensing data using objective-oriented neural network",1,0,"",0
"Removal of xylenol orange from its aqueous solution using SDS self-microemulsifying systems: Optimization by Box-Behnken statistical design",2,0,"",1
"LCA in Japan in the twenty-first century",0,0,"",0
"Sorption equilibrium, mechanism and thermodynamics studies of 1,3-propanediol on beta zeolite from an aqueous solution",0,0,"",0
"Statistical model to predict the mechanical properties of binary and ternary blended concrete using regression analysis",0,0,"",0
"Risk Assessment for a Flood Control Engineering System Using Fuzzy Theory: A Case in China",0,0,"",0
"Environmental risk assessment for underground storage tanks through an interval parameter fuzzy relation analysis approach",0,0,"",0
"Life cycle assessment of fine chemical production: A case study of pharmaceutical synthesis",0,0,"",0
"Risk evaluation of tunneling projects",0,0,"",0
"Evaluating ablation and environmental impact of giant anthropogenic snow patches (Yuzhno-Sakhalinsk, Russia)",0,0,"",0
"Road LCA: the dedicated ECORCE tool and database",0,0,"",0
"Quantification of 17 endocrine disruptor compounds and their spatial and seasonal distribution in the Iberian Ave River and its coastline",0,0,"",0
"Sustainability of highway bridge networks under seismic hazard",1,0,"",0
"Start up partial nitrification at low temperature with a real-time control strategy based on blower frequency and pH",0,0,"",0
"Adsorption kinetics and mechanism of acid dye onto montmorillonite from aqueous solutions: Stopped-flow measurements",0,0,"",0
"Separation and subsequent determination of low radioactivity levels of radium by extraction scintillation",0,0,"",0
"Programming squat wall strengths and tuning associated codes with pruned modular neural network",1,0,"",0
"The relevance of bisphenol A adsorption during Fenton's oxidation",0,0,"",0
"A multiobjective approach for integrated environmental economic planning under uncertainty",0,0,"",0
"Effect of dietary protein levels on growth and nutrient utilization of fringe-lipped carp, Labeo fimbriatus (Bloch) fingerlings",0,0,"",0
"Adsorption kinetics of maxilon blue GRL onto sepiolite from aqueous solutions",0,0,"",0
"Enhanced production of thrombinase by Streptomyces venezuelae: Kinetic studies on growth and enzyme production of mutant strain",0,0,"",0
"Preparation and application of acrylic acid grafted polytetrafluoroethylene fiber as a weak acid cation exchanger for adsorption of Er(III)",0,0,"",0
"Phenanthrene and pyrene oxidation in contaminated soils using Fenton's reagent",0,0,"",0
"Land resources adaptation planning under changing climate - A study for the Mackenzie Basin",0,0,"",0
"Optimizing circular economy planning and risk analysis using system dynamics",1,0,"",0
"Modeling, kinetic, and equilibrium characterization of paraquat adsorption onto polyurethane foam using the ion-pairing technique",1,0,"",0
"Influence of diatomite addition on membrane fouling and performance in a submerged membrane bioreactor",0,0,"",0
"Research progress of bio-based chemical 2,3-butanediol",0,0,"",0
"Spectroscopic and chromatographic analysis of yellow flavonoidic lakes: Quercetin chromophore",0,0,"",0
"Design of a component-based integrated environmental modeling framework",2,0,"",0
"Biosorption of U(VI) from aqueous solution by Chlorella vulgaris: Equilibrium, kinetic, and thermodynamic studies",0,0,"",0
"Fuzzy multiple criteria decision-making techniques and applications - Two decades review from 1994 to 2014",0,0,"",0
"Development of a slow polycolloid-releasing substrate (SPRS) biobarrier to remediate TCE-contaminated aquifers",0,0,"",0
"Use of laccase-producing microorganisms in membrane systems for polluting agents removal: Consideration and perspectives | Empleo de microorganismos productores de laccasa en sistemas embranarios para remoción de agentes de polución: Consideraciones y perspectivas",0,0,"",0
"A PDMS membrane with high pervaporation performance for the separation of furfural and its potential in industrial application",0,0,"",0
"Uncertainties of climatic change impacts in Finnish watersheds: A Bayesian network analysis of expert knowledge",1,0,"",0
"Removal of noxious dye-Acid Orange 7 from aqueous solution using natural pumice and Fe-coated pumice stone",0,0,"",0
"Exploitation of hemicellulose, cellulose and lignin from Hesperaloe funifera",0,0,"",0
"A survey of AI in operations management from 2005 to 2009",0,0,"",0
"An interactive disaggregation approach inferring the indifference and the preference thresholds of PROMETHEE II",0,0,"",0
"Modeling and performance analysis of a two-phase thermosyphon loop with partially/fully liquid-filled downcomer",1,0,"",0
"Population dynamics during startup of thermophilic anaerobic digesters: The mixing factor",0,0,"",0
"Biological reduction of chlorinated solvents: Batch-scale geochemical modeling",1,0,"",0
"Desorption of Cd(II) from tourmaline at acidic conditions: Kinetics, equilibrium and thermodynamics",0,0,"",0
"Spatial variability of reference evapotranspiration in Greece",0,0,"",0
"Comparative studies of physical characteristics of raw and modified sawdust for their use as adsorbents for removal of acid dye",0,0,"",0
"Adsorption isotherms and thermochemical data of FDandC RED N° 40 Binding by chitosan",0,0,"",0
"Evaluation study of cobalt(II) and strontium(II) sorption–desorption behavior for selection of soil remediation technology",0,0,"",0
"A Parallel Computing Framework for Finding the Supported Solutions to a Biobjective Network Optimization Problem",2,0,"",1
"Kinetics and equilibrium studies from the methylene blue adsorption on diatomite treated with sodium hydroxide",0,0,"",0
"Preparing samples for analysis - The key to analytical success",0,0,"",0
"Experimental investigation on two-phase thermosyphon loop with partially liquid-filled downcomer",0,0,"",0
"Kinetic modeling of electrochemical oxidation of phenol on boron-doped diamond anode in the presence of some inorganic species",1,0,"",0
"Leistungssteigerung von Nachklärbecken mit Hilfe von Einbauten Strömungs- und Absetzmessungen an einer halbtechnischen Versuchsanlage",0,0,"",0
"From comparative risk assessment to multi-criteria decision analysis and adaptive management: Recent developments and applications",0,0,"",0
"Degradation of Rhodamine B by visible irradiation-assisted three-dimensional electro-Fenton system",0,0,"",0
"Bayesian process-identification in bacteria transport in porous media",0,0,"",0
"Development of hybrid genetic-algorithm-based neural networks using regression trees for modeling air quality inside a public transportation bus",2,0,"",0
"Character and amount of I-S mixed-layer minerals and physical-chemical parameters of two ceramic clays from Westerwald, Germany: Implications for processing properties",0,0,"",0
"Concentrating aqueous hydrochloric acid by multiple-effect membrane distillation",0,0,"",0
"Pottery glaze-An excellent adsorbent for the removal of Cu(II) from aqueous solution",0,0,"",0
"Transport of bacteria in aquifer sediment: Experiments and modeling | Transport des bactéries dans un sédiment aquifère: Expérimentation et modélisation",1,0,"",0
"Extraction of dye from aqueous solution in rotating packed bed",0,0,"",0
"Xylitol: A Review on Bioproduction, Application, Health Benefits, and Related Safety Issues",0,0,"",0
"Monitoring associations between clade-level variation, overall community structure and ecosystem function in enhanced biological phosphorus removal (EBPR) systems using terminal-restriction fragment length polymorphism (T-RFLP)",0,0,"",0
"Transitioning to sustainable production - Part I: application on machining technologies",0,0,"",0
"Use of hydraulic pressure-improved electrokinetic technique to enhance the efficiencies of the remediation of PCP-contaminated soil",0,0,"",0
"Gel entrapment and micro-encapsulation: Methods, applications and engineering principles",0,0,"",0
"An investigation of seismicity clustered near the Cordel Field, west central Alberta, and its relation to a nearby disposal well",0,0,"",0
"Free nitrous acid inhibition on the aerobic metabolism of poly-phosphate accumulating organisms",1,0,"",0
"Assessment of the biosorption kinetic and thermodynamic for the removal of safranin dye from aqueous solutions using calcined mussel shells",0,0,"",0
"Application of kinetic, isotherm and thermodynamic models for the adsorption of Co(II) ions on polyaniline/polypyrrole copolymer nanofibers from aqueous solution",1,0,"",0
"What affects implementation of green buildings? An empirical study in Hong Kong",0,0,"",0
"Electrochemical degradation of methylene blue",0,0,"",0
"Source characterization of PM 10 and PM 2.5 mass using a chemical mass balance model at urban roadside",0,0,"",0
"Removal of C.I. Basic Green 4 (Malachite Green) from aqueous solutions by adsorption using cyclodextrin-based adsorbent: Kinetic and equilibrium studies",0,0,"",0
"Boron removal from aqueous solutions using an amorphous zirconium dioxide",0,0,"",0
"Dissolution-induced preferential flow in a limestone fracture",0,0,"",0
"Numerical analysis of strengthening by rockfill embankments on an upstream tailings dam",0,0,"",0
"Bulk and key surface structures of hematite, magnetite, and goethite: A density functional theory study",0,0,"",0
"Warm mix asphalt technology: A review",0,0,"",0
"Dealing with uncertainty in Decision Support Systems: Recent trends (2000-2011)",0,0,"",0
"The crepuscular planet. A model for the exhausted atmosphere and hydrosphere",0,0,"",0
"Removal of methylene blue and neutral red from aqueous solutions by surfactant-modified magnetic nanoparticles as highly efficient adsorbent",0,0,"",0
"The effects of system-level nutrient enrichment on bacterioplankton production in a tidally-influenced estuary",0,0,"",0
"Optimization of the production parameters of octyl ester biolubricant using Taguchi's design method and physico-chemical characterization of the product",2,0,"",1
"Modeling the nonisothermal devolatilization kinetics of typical South African coals",1,0,"",0
"Adsorption performance and mechanism for removal of Cd(II) from aqueous solutions by D001 cation-exchange resin",0,0,"",0
"High-resolution quantitative seismic imaging of a strike-slip fault with small vertical offset in clay rocks from underground galleries: Experimental platform of tournemire, France",0,0,"",0
"Aqueous cadmium ions removal by adsorption on APTMS grafted mesoporous silica MCM-41 in batch and fixed bed column processes",0,0,"",0
"Influence of rhamnolipids and Triton X-100 on adsorption of phenol by Penicillium simplicissimum",0,0,"",0
"Prioritizing Watersheds for Conservation Actions in the Southeastern Coastal Plain Ecoregion",0,0,"",0
"Linking thermodynamics and kinetics to assess pathway reversibility in anaerobic bioprocesses",0,0,"",0
"Modelling the potential of slurry management technologies to reduce the constraints of environmental legislation on pig production",1,0,"",0
"Dynamic virtual infrastructure benchmarking: DynaVIBe",1,0,"",0
"Investigating the Effect of the Mg2+/Ca2+ Molar Ratio on the Carbonate Speciation during the Mild Mineral Carbonation Process at Atmospheric Pressure",0,0,"",0
"Equilibrium, kinetics, and thermodynamics of methylene blue adsorption by pine tree leaves",0,0,"",0
"Comparison of acid and alkali catalytic efficiency during enzymatic saccharification of corncob and lactic acid production",0,0,"",0
"Numerical and experimental investigation on the flow induced oscillations of a single-blade pump impeller",0,0,"",0
"An integrated numerical and physical modeling system for an enhanced in situ bioremediation process",1,0,"",0
"Models for growth of bacteria inoculated into sterilized soil",1,0,"",0
"Enhancement of lime reactivity by addition of diatomite",0,0,"",0
"Synthesis and design of new hybrid configurations for biobutanol purification",1,0,"",0
"Application of multi-way partial least squares calibration for simultaneous determination of radioisotopes by liquid scintillation technique",0,0,"",0
"Acid-catalyzed conversion of xylose, xylan and straw into furfural by microwave-assisted reaction",0,0,"",0
"Measurement of un-ionized ammonia in complex mixtures",0,0,"",0
"An artificial neural-network model for impact properties in X70 pipeline steels",1,0,"",0
"Bioremediation of lindane contaminated soil by pleurotus ostreatus in non sterile conditions using multilevel factorial design",1,0,"",0
"Improving removal of fine particles by coupling heterogeneous condensation with impinging streams",0,0,"",0
"Salinity-dependent changes in growth and fatty acid composition of new Arctic Chlamydomonas species, ArM0029A",0,0,"",0
"State of the world's nonfuel mineral resources: Supply, demand, and socio-institutional fundamentals",0,0,"",0
"Influence of solution ionic strength on the collision efficiency distribution and predicted transport distance of a Sphingomonas sp. flowing through porous media",0,0,"",0
"Mathematical programming for piecewise linear regression analysis",0,0,"",0
"Economic and environmental impact marginal analysis of biorefinery products for policy targets",0,0,"",0
"Improvement of cadmium ion electrochemical removal from dilute aqueous solutions by application of multi-stage electrolysis",0,0,"",0
"Bibliography of Dreissena polymorpha (zebra mussels) and Dreissena rostriformis bugensis (QUAGGA Mussels): 1989 to 2011",0,0,"",0
"Environmental salinity and osmoregulatory processes in cultured flatfish",0,0,"",0
"On the ecology of Azolla filiculoides Lam. in Damietta district, Egypt",0,0,"",0
"Entropy generation minimization: A practical approach for performance evaluation of temperature cascaded co-generation plants",0,0,"",0
"Application of a compound containing silica for removing ammonium in aqueous media",0,0,"",0
"Removal of Cd(II) from aqueous solution by exploring the biosorption characteristics of gaozaban (Onosma bracteatum)",0,0,"",0
"Hydrologic risk analysis for nonstationary streamflow records under uncertainty",0,0,"",0
"A comparison study of removal of methylene blue dye by adsorption on Neem leaf powder (NLP) and activated NLP",0,0,"",0
"Modeling mixed culture fermentations; the role of different electron carriers",1,0,"",0
"A proposed model for business sustainability based on business and information technology",0,0,"",0
"Performance analysis of a novel compact flotation unit",0,0,"",0
"Optimization of the methods of nonpolluting biomineral fertilizers production",1,0,"",1
"Optimized photodegradation of reactive blue 19 on TiO2 and ZnO suspensions",0,0,"",1
"Arsenic removal from aqueous system using natural and modified (Kula ebonite and zeolite) adsorbents",0,0,"",0
"Environmental life cycle assessment of Ethiopian rose cultivation",0,0,"",0
"A novel system for environmental monitoring through a cooperative/synergistic scheme between bioindicators and biosensors",0,0,"",0
"Review of advanced absorption cycles: Performance improvement and temperature lift enhancement",0,0,"",0
"Theoretical and experimental investigation into anti-idling A/C system for trucks",0,0,"",0
"Quantifying the sources of hazardous elements of suspended particulate matter aerosol collected in Yokohama, Japan",0,0,"",0
"Transient behavior of a cylindrical adsorbent bed during the adsorption process",0,0,"",0
"Modeling prediction and experimental verification of enhancing bio-phosphorus removal by chemical precipitation of anaerobic digester supernatant",1,0,"",0
"Simulation of the nucleation and growth of simple clay minerals in weathering processes: The NANOKIN code",1,0,"",0
"Planktonic and biochemical composition of periphyton grown on some biodegradable and non-degradable substrates",0,0,"",0
"H2 consumption by anaerobic non-methanogenic mixed cultures",0,0,"",0
"A general approach to modelling membrane modules",1,0,"",0
"The sensitivity of different environments to radioactive contamination",0,0,"",0
"Elemental concentration in atmospheric particulate matter: Estimation of nanoparticle contribution",0,0,"",0
"Utilization of durian peel as potential adsorbent for bisphenol a removal in aquoeus solution",0,0,"",0
"The nature and role of process systems engineering",0,0,"",0
"Effect of transport phenomena of Cladosporium cladosporioides on decolorization and chemical oxygen demand of distillery spent wash",0,0,"",0
"Concentration polarization in reverse osmosis membranes: Effect of membrane splitting",0,0,"",0
"Diagnostic techniques for the monitoring and control of practical flames",0,0,"",0
"Adsorption of acid orange 7 dye in aqueous solutions by spent brewery grains",0,0,"",0
"Influence of filter medium type, temperature and ammonia production on nitrifying trickling filters performance",0,0,"",0
"A machinability study of granite using abrasive waterjet cutting technology",0,0,"",0
"DfnWorks: A discrete fracture network framework for modeling subsurface flow and transport",2,0,"",0
"Adsorption of chitosan on chalcopyrite and galena from aqueous suspensions",0,0,"",0
"Expert views on environmental impacts and their measurementin the forest industry",0,0,"",0
"Sorptive removal of arsenate using termite mound",0,0,"",0
"A study on removal of Toluidine blue dye from aqueous solution by adsorption onto Neem leaf powder",0,0,"",0
"A new molecular imprinting-based mass-sensitive sensor for real-time detection of 17β-estradiol from aqueous solution",0,0,"",0
"Photocatalytic degradation of acetaminophen in modified TiO2 under visible irradiation",0,0,"",0
"Kinetic and thermodynamic aspects of cadmium adsorption onto raw and activated guava (Psidium guajava) leaves",0,0,"",0
"Aerobic biodegradation of BTEX: Progresses and Prospects",0,0,"",0
"Diet selection in a molluscivore shorebird across Western Europe: Does it show short- or long-term intake rate-maximization?",0,0,"",0
"Strategies for immobilization of manganese on expanded natural clays: Catalytic activity in the CWPO of methyl orange",0,0,"",0
"A fuzzy rule based remedial priority ranking system for contaminated sites",0,0,"",0
"Fluoride removal from aqueous solution by direct contact membrane distillation: Theoretical and experimental studies",0,0,"",0
"Kinetics of 2,6-dimethylaniline oxidation by various Fenton processes",0,0,"",0
"Thermally assisted mechanical dewatering (TAMD) of suspensions of fine particles: Analysis of the influence of the operating conditions using the response surface methodology",0,0,"",0
"Diverting electron fluxes towards sulfate reduction using linoleic acid in a mixed anaerobic culture",0,0,"",0
"Mathematical modelling of the performance parameters of a new decanter centrifuge generation",1,0,"",0
"A pilot point guided pattern matching approach to integrate dynamic data into geological modeling",1,0,"",0
"Improvement of a chain-hardening furnace by computational fluid dynamics (CFD) simulation",1,0,"",0
"Biodegradation of di-n-butyl phthalate by an isolated Gordonia sp. strain QH-11: Genetic identification and degradation kinetics",0,0,"",0
"Kinetic and isotherm analysis for selective thorium(IV) retrieval from aqueous environment using eco-friendly cellulose composite",0,0,"",0
"Systematic description of direct push sensor systems: A conceptual framework for system decomposition as a basis for the optimal sensor system design",1,0,"",1
"The removal of an anionic red dye from aqueous solutions using chitosan beads-The role of experimental factors on adsorption using a full factorial design",1,0,"",0
"Current research in urban hydrogeology - A review",0,0,"",0
"Kinetic study of trichloroethylene biodegradation by Methylosinus trichosporium OB3b PP358 immobilized in a fibrous-bed bioreactor",0,0,"",0
"Modeling the effectiveness of U(VI) biomineralization in dual-porosity porous media",1,0,"",0
"A numerical study of triaxial mechanical behaviour of geopolymer at different curing temperatures: An application for geological sequestration wells",0,0,"",0
"An environmental evaluation of geopolymer based concrete production: Reviewing current research trends",0,0,"",0
"A methodological improvement for assessing petrochemical projects through life cycle assessment and eco-costs",0,0,"",0
"A feasibility study on qualitative indicators in Isfahan City",0,0,"",0
"Biosorption of Cd2+ by untreated dried powder of duckweed Lemna aequinoctialis",0,0,"",0
"Evaluation of the effect of a hydraulic impeller in a flocculation basin on hydrodynamic behavior using computational fluid dynamics",0,0,"",0
"Adsorption of crystal violet onto BTEA- and CTMA-bentonite from aqueous solutions",0,0,"",0
"Utilization of Thamnidium elegans fungal culture in environmental cleanup: A reactive dye biosorption study",0,0,"",0
"Guava (Psidium guajava) leaf powder: Novel adsorbent for removal of methylene blue from aqueous solutions",0,0,"",0
"Numerical simulation of mechanical mixing in high solid anaerobic digester",1,0,"",0
"Lignoselluloosaetanolin ja synteesikaasusta fermentoitujen polttonesteiden teknologiatarkastelu",0,0,"",0
"A kinetics study of the methomyl electrochemical degradation in the chloride containing solutions",0,0,"",0
"Kinetics of solids leaching during rehydration of participate dry vegetables",0,0,"",0
"Optimization of the TiO<inf>2</inf>/Ge composition by the response surface method of photocatalytic degradation under ultraviolet-A irradiation and the toxicity reduction of amoxicillin",1,0,"",1
"Metalworking fluids - Mechanisms and performance",0,0,"",0
"Freezing within emulsions: Theoretical aspects and engineering applications | Congélation dans les émulsions: Aspects théoriques et applications techniques",0,0,"",0
"Adsorption of Ni (II) ions from aqueous solution by pyrolytic chars derived from the cottonseed cake",0,0,"",0
"A novel hybrid MCDM model based on fuzzy DEMATEL, fuzzy ANP and fuzzy VIKOR for city logistics concept selection",0,0,"",0
"Supply chain management in view of climate change: An overview of possible impacts and the road ahead",0,0,"",0
"Optimization of brilliant green biosorption by native and acid-activated watermelon rind as low-cost adsorbent",1,0,"",1
"Effects of dietary macronutrient level and feeding frequency on growth and body composition of juvenile rockfish (Sebastes schlegeli)",0,0,"",0
"Effects of stationary phase elongation and initial nitrogen and phosphorus concentrations on the growth and lipid-producing potential of Chlorella sp. HQ",0,0,"",0
"Combined effects of bacterial-feeding nematodes and prometryne on the soil microbial activity",0,0,"",0
"Design and optimization of simultaneous biosorption and bioaccumulation (SBB) system: A potential method for removal of Zn(II) ion from liquid phase",2,0,"",1
"Self organizing ozone model for Empty Quarter of Saudi Arabia: Group method data handling based modeling approach",1,0,"",0
"A hyperspectral imaging sensor for on-line quality control of extruded polymer composite products",0,0,"",0
"Aqueous extraction kinetics of soluble solids, phenolics and flavonoids from sage (Salvia fruticosa Miller) leaves",0,0,"",0
"Selecting ultrafiltration and nanofiltration membranes to concentrate anthocyanins from roselle extract (Hibiscus sabdariffa L.)",0,0,"",0
"Human exposure to antimony: I. sources and intake",0,0,"",0
"Comparison of cadmium adsorption by inorganic adsorbents in column systems",0,0,"",0
"Microbial synthesis of n-butanol, isobutanol, and other higher alcohols from diverse resources",0,0,"",0
"Selection of Facade's Alternatives of Commercial and Public Buildings Based on Multiple Criteria",0,0,"",0
"Using X-ray computed tomography in hydrology: Systems, resolutions, and limitations",0,0,"",0
"Inorganic micropollutants removal by means of membrane processes - State of the art",0,0,"",0
"Methods for reactive oxygen species (ROS) detection in aqueous environments",0,0,"",0
"Infrared spectrum analysis of PHB and the correlation between PHB reduction and orthophosphate removal rate during denitrifying phosphorus removal",0,0,"",0
"Back-propagation neural network for performance prediction in trickling bed air biofilter",1,0,"",0
"Photo-Fenton degradation of non-ionic surfactant and its mixture with cationic or anionic surfactant",0,0,"",0
"Empirical design of scour protections around monopile foundations. Part 2: Dynamic approach",1,0,"",0
"Study of facility location-network design problem in presence of facility disruptions: A case study",2,0,"",0
"Magnitude of effect of reaction parameters on 2-chlorophenol decomposition by ultrasonic process",0,0,"",0
"Mechanism of efficient nutrient removal and microbial analysis of a combined anaerobic baffled reactor-membrane bioreactor process",0,0,"",0
"Variations of 210Po and 210Pb in various marine organisms from Western English Channel: contribution of 210Po to the radiation dose",0,0,"",0
"A parallel finite element method for two-phase flow processes in porous media: OpenGeoSys with PETSc",0,0,"",0
"Microchannel reactors: Applications and use in process development",0,0,"",0
"Adsorption of malachite green by magnetic litchi pericarps: A response surface methodology investigation",0,0,"",0
"Industrial environmental performance evaluation: A Markov-based model considering data uncertainty",0,0,"",0
"Effects of particle diameter on performance improvement of adsorption systems",0,0,"",0
"Response surface methodological evaluation of the adsorption of textile dye onto biosilica/alginate nanobiocomposite: thermodynamic, kinetic, and isotherm studies",0,0,"",0
"Coupled process parameter estimation and prediction uncertainty using hydraulic head and concentration data",0,0,"",0
"Geology and environmental remediation: Savannah River Site, South Carolina",0,0,"",0
"Measurement of fracture aperture fields using transmitted light: An evaluation of measurement errors and their influence on simulations of flow and transport through a single fracture",0,0,"",0
"Current commercial perspective of Rhizopus oryzae: A review",0,0,"",0
"Estimation of soil moisture in the root-zone from remote sensing data | Estimativa da umidade de solo na zona radicular a partir de dados de sensoriamento remoto",0,0,"",0
"Removal of Yellow F3R, Di Maria Brilliant Blue R and Reactive Brilliant Red M-3BE from Aqueous Solutions by a Rapid and Efficient Ultrasound-Assisted Process with a Novel Biosorbent of Cottonseed Cake: Statistical Modeling, Kinetic and Thermodynamic Studies",1,0,"",0
"Uncertainty characterization in the design of flow diversion structure profiles using genetic algorithm and fuzzy logic",1,0,"",0
"Modification of Pd-Fe nanoparticles for catalytic dechlorination of 2,4-dichlorophenol",0,0,"",0
"Direct contact condensation in packed beds",0,0,"",0
"Adsorption of methylene blue onto Platanus orientalis leaf powder: Kinetic, equilibrium and thermodynamic studies",0,0,"",0
"New contributions to the ORP & DO time profile characterization to improve biological nutrient removal",0,0,"",0
"Extended P-graph applications in supply chain and Process Network Synthesis",1,0,"",0
"Forecasting the discomfort levels within the greater Athens area, Greece using artificial neural networks and multiple criteria analysis",1,0,"",0
"Improving biological phosphorus removal in membrane bioreactors - A pilot study",0,0,"",0
"Influence of environmental stresses on stability of O/W emulsions containing droplets stabilized by multilayered membranes produced by a layer-by-layer electrostatic deposition technique",0,0,"",0
"Evaluation model of business intelligence for enterprise systems using fuzzy TOPSIS",0,0,"",0
"UV/H2O2 Process Under High Intensity UV Irradiation: A Rapid and Effective Method for Methylene Blue Decolorization",0,0,"",0
"Evaluating the use of natural capital with the ecological footprint",0,0,"",0
"Fast solvent screening for counter-current liquid-liquid extraction columns",0,0,"",0
"Evaluation and optimization of single stage absorption chiller using (LiCl + H2O) as the working pair",1,0,"",1
"Interaction of trace elements in acid mine drainage solution with humic acid",0,0,"",0
"Kinetic and thermodynamic studies on the removal of Cu(II) ions from aqueous solutions by adsorption on modified sand",0,0,"",0
"Singular vector decomposition for sensitivity analyses of tropospheric chemical scenarios",0,0,"",0
"A fuzzy TOPSIS model to evaluate the Business Intelligence competencies of Port Community Systems",0,0,"",0
"Modeling of Ce(IV) transport through a dispersion supported liquid membrane including P204 as the carrier",1,0,"",0
"A Study of the Sustainable Development of China's Phosphorus Resources Industry Based on System Dynamics",0,0,"",0
"Cerithidea obtusa (Mud creeper Snail) shell as a green biosorbent for adsorption of Cu(II), Ni(II) and Pb(II) ions from aqueous solutions",0,0,"",0
"A hybrid MCDM approach for evaluating an automobile purchase model",0,0,"",0
"Multiple predictor smoothing methods for sensitivity analysis: Description of techniques",0,0,"",0
"Filter effect on determination of diffusion coefficient for 237Np(V) in Opalinus Clay",0,0,"",0
"Dynamic p-enrichment schemes for multicomponent reactive flows",0,0,"",0
"QSPR models for prediction of the soil sorption coefficient (log K OC) values of 209 polychlorinated trans-azobenzenes (PC t-ABs)",1,0,"",0
"Modelling reactive distillation",1,0,"",0
"Performance enhancement of SBR applying real-time control",0,0,"",0
"Sustainable Value Stream Mapping (Sus-VSM): Methodology to visualize and assess manufacturing sustainability performance",0,0,"",0
"Application of multiple linear regression models and artificial neural networks on the surface ozone forecast in the greater Athens Area, Greece",2,0,"",0
"Challenges in biobutanol production: How to improve the efficiency?",0,0,"",0
"The aqueous solubility of some herbicidal by-side toxic impurities: Predicted data of the 399 chlorinated trans-azoxybenzene congeners",0,0,"",0
"Towards advanced control for anaerobic digesters: Volatile solids inferential sensor",0,0,"",0
"Time series forecasting by a seasonal support vector regression model",0,0,"",0
